OI,link_2020,link_2021,link_2022,link_2023,link_2024,ref
DENW34AL0000oLng,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=696&height=920&bbox=339368.501%2C5720954.529%2C339373.553%2C5720961.21&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=696&height=920&bbox=339368.501%2C5720954.529%2C339373.553%2C5720961.21&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=696&height=920&bbox=339368.501%2C5720954.529%2C339373.553%2C5720961.21&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=696&height=920&bbox=339368.501%2C5720954.529%2C339373.553%2C5720961.21&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=696&height=920&bbox=339368.501%2C5720954.529%2C339373.553%2C5720961.21&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,1.8477439880371094e-06
DENW12AL0000hpEP,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=811&height=789&bbox=409615.842%2C5710407.59%2C409622.637%2C5710414.202&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=811&height=789&bbox=409615.842%2C5710407.59%2C409622.637%2C5710414.202&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=811&height=789&bbox=409615.842%2C5710407.59%2C409622.637%2C5710414.202&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=811&height=789&bbox=409615.842%2C5710407.59%2C409622.637%2C5710414.202&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=811&height=789&bbox=409615.842%2C5710407.59%2C409622.637%2C5710414.202&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,2.86102294921875e-06
DENW34AL0000imCU,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1117&height=573&bbox=331146.374%2C5739589.927%2C331178.822%2C5739606.57&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1117&height=573&bbox=331146.374%2C5739589.927%2C331178.822%2C5739606.57&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1117&height=573&bbox=331146.374%2C5739589.927%2C331178.822%2C5739606.57&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1117&height=573&bbox=331146.374%2C5739589.927%2C331178.822%2C5739606.57&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1117&height=573&bbox=331146.374%2C5739589.927%2C331178.822%2C5739606.57&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,3.874301910400391e-06
DENW34AL0000YCZS,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=745&height=858&bbox=330741.926%2C5701814.213%2C330751.526%2C5701825.268&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=745&height=858&bbox=330741.926%2C5701814.213%2C330751.526%2C5701825.268&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=745&height=858&bbox=330741.926%2C5701814.213%2C330751.526%2C5701825.268&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=745&height=858&bbox=330741.926%2C5701814.213%2C330751.526%2C5701825.268&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=745&height=858&bbox=330741.926%2C5701814.213%2C330751.526%2C5701825.268&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,4.202127456665039e-06
DENW05AL8P0000cu,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=761&height=841&bbox=380317.567%2C5711765.422%2C380323.008%2C5711771.432&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=761&height=841&bbox=380317.567%2C5711765.422%2C380323.008%2C5711771.432&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=761&height=841&bbox=380317.567%2C5711765.422%2C380323.008%2C5711771.432&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=761&height=841&bbox=380317.567%2C5711765.422%2C380323.008%2C5711771.432&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=761&height=841&bbox=380317.567%2C5711765.422%2C380323.008%2C5711771.432&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,4.231929779052734e-06
DENW04AL1Ln0006Z,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=987&height=648&bbox=415658.198%2C5723563.001%2C415667.872%2C5723569.355&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=987&height=648&bbox=415658.198%2C5723563.001%2C415667.872%2C5723569.355&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=987&height=648&bbox=415658.198%2C5723563.001%2C415667.872%2C5723569.355&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=987&height=648&bbox=415658.198%2C5723563.001%2C415667.872%2C5723569.355&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=987&height=648&bbox=415658.198%2C5723563.001%2C415667.872%2C5723569.355&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,6.139278411865234e-06
DENW52AL000FfphE,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=799&height=801&bbox=367855.827%2C5724677.81%2C367865.837%2C5724687.84&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=799&height=801&bbox=367855.827%2C5724677.81%2C367865.837%2C5724687.84&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=799&height=801&bbox=367855.827%2C5724677.81%2C367865.837%2C5724687.84&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=799&height=801&bbox=367855.827%2C5724677.81%2C367865.837%2C5724687.84&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=799&height=801&bbox=367855.827%2C5724677.81%2C367865.837%2C5724687.84&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,6.67572021484375e-06
DENW06AL00090nyV,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1005&height=637&bbox=384544.16%2C5700628.862%2C384549.578%2C5700632.298&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1005&height=637&bbox=384544.16%2C5700628.862%2C384549.578%2C5700632.298&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1005&height=637&bbox=384544.16%2C5700628.862%2C384549.578%2C5700632.298&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1005&height=637&bbox=384544.16%2C5700628.862%2C384549.578%2C5700632.298&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1005&height=637&bbox=384544.16%2C5700628.862%2C384549.578%2C5700632.298&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,7.331371307373047e-06
DENW02AL30001F5O,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=873&height=733&bbox=398562.472%2C5702714.854%2C398569.259%2C5702720.556&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=873&height=733&bbox=398562.472%2C5702714.854%2C398569.259%2C5702720.556&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=873&height=733&bbox=398562.472%2C5702714.854%2C398569.259%2C5702720.556&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=873&height=733&bbox=398562.472%2C5702714.854%2C398569.259%2C5702720.556&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=873&height=733&bbox=398562.472%2C5702714.854%2C398569.259%2C5702720.556&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,7.4803829193115234e-06
DENW12AL0000f9sI,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=807&height=794&bbox=405556.874%2C5712088.604%2C405570.928%2C5712102.432&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=807&height=794&bbox=405556.874%2C5712088.604%2C405570.928%2C5712102.432&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=807&height=794&bbox=405556.874%2C5712088.604%2C405570.928%2C5712102.432&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=807&height=794&bbox=405556.874%2C5712088.604%2C405570.928%2C5712102.432&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=807&height=794&bbox=405556.874%2C5712088.604%2C405570.928%2C5712102.432&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,7.659196853637695e-06
DENW01AL1000Jg71,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=694&height=922&bbox=372611.728%2C5701063.087%2C372616.618%2C5701069.587&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=694&height=922&bbox=372611.728%2C5701063.087%2C372616.618%2C5701069.587&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=694&height=922&bbox=372611.728%2C5701063.087%2C372616.618%2C5701069.587&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=694&height=922&bbox=372611.728%2C5701063.087%2C372616.618%2C5701069.587&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=694&height=922&bbox=372611.728%2C5701063.087%2C372616.618%2C5701069.587&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,8.374452590942383e-06
DENW12AL0000myoE,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=649&height=986&bbox=394402.7%2C5726502.422%2C394411.282%2C5726515.464&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=649&height=986&bbox=394402.7%2C5726502.422%2C394411.282%2C5726515.464&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=649&height=986&bbox=394402.7%2C5726502.422%2C394411.282%2C5726515.464&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=649&height=986&bbox=394402.7%2C5726502.422%2C394411.282%2C5726515.464&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=649&height=986&bbox=394402.7%2C5726502.422%2C394411.282%2C5726515.464&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,9.119510650634766e-06
DENW34AL0002gHQX,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=955&height=670&bbox=329636.044%2C5723843.322%2C329644.741%2C5723849.422&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=955&height=670&bbox=329636.044%2C5723843.322%2C329644.741%2C5723849.422&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=955&height=670&bbox=329636.044%2C5723843.322%2C329644.741%2C5723849.422&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=955&height=670&bbox=329636.044%2C5723843.322%2C329644.741%2C5723849.422&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=955&height=670&bbox=329636.044%2C5723843.322%2C329644.741%2C5723849.422&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,1.1086463928222656e-05
DENW22AL700006RA,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=805&height=795&bbox=359156.413%2C5702306.631%2C359160.647%2C5702310.809&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=805&height=795&bbox=359156.413%2C5702306.631%2C359160.647%2C5702310.809&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=805&height=795&bbox=359156.413%2C5702306.631%2C359160.647%2C5702310.809&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=805&height=795&bbox=359156.413%2C5702306.631%2C359160.647%2C5702310.809&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=805&height=795&bbox=359156.413%2C5702306.631%2C359160.647%2C5702310.809&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,1.2099742889404297e-05
DENW34AL0000Vvno,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=639&height=1001&bbox=337976.78%2C5703582.731%2C337980.768%2C5703588.974&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=639&height=1001&bbox=337976.78%2C5703582.731%2C337980.768%2C5703588.974&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=639&height=1001&bbox=337976.78%2C5703582.731%2C337980.768%2C5703588.974&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=639&height=1001&bbox=337976.78%2C5703582.731%2C337980.768%2C5703588.974&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=639&height=1001&bbox=337976.78%2C5703582.731%2C337980.768%2C5703588.974&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,1.2814998626708984e-05
DENW01AL1000G5AG,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=689&height=929&bbox=375542.91%2C5700586.745%2C375557.373%2C5700606.254&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=689&height=929&bbox=375542.91%2C5700586.745%2C375557.373%2C5700606.254&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=689&height=929&bbox=375542.91%2C5700586.745%2C375557.373%2C5700606.254&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=689&height=929&bbox=375542.91%2C5700586.745%2C375557.373%2C5700606.254&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=689&height=929&bbox=375542.91%2C5700586.745%2C375557.373%2C5700606.254&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,1.2993812561035156e-05
DENW02AL1000QfbY,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1057&height=606&bbox=399514.012%2C5713255.436%2C399521.947%2C5713259.983&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1057&height=606&bbox=399514.012%2C5713255.436%2C399521.947%2C5713259.983&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1057&height=606&bbox=399514.012%2C5713255.436%2C399521.947%2C5713259.983&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1057&height=606&bbox=399514.012%2C5713255.436%2C399521.947%2C5713259.983&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1057&height=606&bbox=399514.012%2C5713255.436%2C399521.947%2C5713259.983&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,1.4901161193847656e-05
DENW01AL1000AnI3,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1242&height=515&bbox=377950.306%2C5706152.212%2C377959.715%2C5706156.115&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1242&height=515&bbox=377950.306%2C5706152.212%2C377959.715%2C5706156.115&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1242&height=515&bbox=377950.306%2C5706152.212%2C377959.715%2C5706156.115&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1242&height=515&bbox=377950.306%2C5706152.212%2C377959.715%2C5706156.115&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1242&height=515&bbox=377950.306%2C5706152.212%2C377959.715%2C5706156.115&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,1.5854835510253906e-05
DENW02AL10005aML,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=530&height=1208&bbox=389562.855%2C5705617.516%2C389588.25%2C5705675.399&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=530&height=1208&bbox=389562.855%2C5705617.516%2C389588.25%2C5705675.399&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=530&height=1208&bbox=389562.855%2C5705617.516%2C389588.25%2C5705675.399&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=530&height=1208&bbox=389562.855%2C5705617.516%2C389588.25%2C5705675.399&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=530&height=1208&bbox=389562.855%2C5705617.516%2C389588.25%2C5705675.399&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,1.7434358596801758e-05
DENW12AL0000aFt2,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=813&height=787&bbox=417537.459%2C5714424.715%2C417546.351%2C5714433.32&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=813&height=787&bbox=417537.459%2C5714424.715%2C417546.351%2C5714433.32&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=813&height=787&bbox=417537.459%2C5714424.715%2C417546.351%2C5714433.32&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=813&height=787&bbox=417537.459%2C5714424.715%2C417546.351%2C5714433.32&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=813&height=787&bbox=417537.459%2C5714424.715%2C417546.351%2C5714433.32&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,1.7523765563964844e-05
