"OI","annotation_id","annotator","comparison_2020_2021","comparison_2021_2022","comparison_2022_2023","comparison_2023_2024","created_at","id","lead_time","link_2020","link_2021","link_2022","link_2023","link_2024","ref","updated_at","zustand2020","zustand2021","zustand2022","zustand2023","zustand2024"
"DENW01AL2s0001RZ",6963,"12","","","","","2025-10-14T11:07:18.779562Z",1909,1.237,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=779&height=822&bbox=377323.643%2C5698328.507%2C377332.187%2C5698337.528&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=779&height=822&bbox=377323.643%2C5698328.507%2C377332.187%2C5698337.528&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=779&height=822&bbox=377323.643%2C5698328.507%2C377332.187%2C5698337.528&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=779&height=822&bbox=377323.643%2C5698328.507%2C377332.187%2C5698337.528&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=779&height=822&bbox=377323.643%2C5698328.507%2C377332.187%2C5698337.528&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.000738501548767,"2025-10-14T11:07:18.779588Z","","","","",""
"DENW04AL1dF0004L",6964,"12","","Dach wurde neugemacht","","","2025-10-14T11:07:22.792939Z",1910,3.547,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=839&height=763&bbox=412676.118%2C5726523.619%2C412682.913%2C5726529.798&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=839&height=763&bbox=412676.118%2C5726523.619%2C412682.913%2C5726529.798&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=839&height=763&bbox=412676.118%2C5726523.619%2C412682.913%2C5726529.798&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=839&height=763&bbox=412676.118%2C5726523.619%2C412682.913%2C5726529.798&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=839&height=763&bbox=412676.118%2C5726523.619%2C412682.913%2C5726529.798&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007403492927551,"2025-10-14T11:07:22.792959Z","","","","",""
"DENW03AL0003vgjQ",6965,"12","","","","","2025-10-14T11:07:31.499674Z",1911,8.213,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=922&height=694&bbox=395330.969%2C5691646.057%2C395340.51%2C5691653.238&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=922&height=694&bbox=395330.969%2C5691646.057%2C395340.51%2C5691653.238&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=922&height=694&bbox=395330.969%2C5691646.057%2C395340.51%2C5691653.238&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=922&height=694&bbox=395330.969%2C5691646.057%2C395340.51%2C5691653.238&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=922&height=694&bbox=395330.969%2C5691646.057%2C395340.51%2C5691653.238&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007408261299133,"2025-10-14T11:07:31.499702Z","","","","",""
"DENW12AL00001YRE",6966,"12","","","","","2025-10-14T11:07:33.607918Z",1912,1.586,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=764&height=838&bbox=404461.781%2C5714053.313%2C404471.468%2C5714063.945&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=764&height=838&bbox=404461.781%2C5714053.313%2C404471.468%2C5714063.945&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=764&height=838&bbox=404461.781%2C5714053.313%2C404471.468%2C5714063.945&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=764&height=838&bbox=404461.781%2C5714053.313%2C404471.468%2C5714063.945&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=764&height=838&bbox=404461.781%2C5714053.313%2C404471.468%2C5714063.945&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007416605949401,"2025-10-14T11:07:33.607948Z","","","","",""
"DENW05AL10005Hiu",6967,"12","","","","","2025-10-14T11:07:35.026553Z",1913,0.918,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=637&height=1004&bbox=378379.384%2C5712034.541%2C378383.173%2C5712040.509&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=637&height=1004&bbox=378379.384%2C5712034.541%2C378383.173%2C5712040.509&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=637&height=1004&bbox=378379.384%2C5712034.541%2C378383.173%2C5712040.509&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=637&height=1004&bbox=378379.384%2C5712034.541%2C378383.173%2C5712040.509&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=637&height=1004&bbox=378379.384%2C5712034.541%2C378383.173%2C5712040.509&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007430613040924,"2025-10-14T11:07:35.026572Z","","","","",""
"DENW06AL000As3fi",6968,"12","","","","","2025-10-14T11:07:37.017536Z",1914,1.521,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=802&height=798&bbox=383639.981%2C5697061.742%2C383645.657%2C5697067.388&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=802&height=798&bbox=383639.981%2C5697061.742%2C383645.657%2C5697067.388&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=802&height=798&bbox=383639.981%2C5697061.742%2C383645.657%2C5697067.388&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=802&height=798&bbox=383639.981%2C5697061.742%2C383645.657%2C5697067.388&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=802&height=798&bbox=383639.981%2C5697061.742%2C383645.657%2C5697067.388&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007455945014953,"2025-10-14T11:07:37.017564Z","","","","",""
"DENW22AL400004Hu",6969,"12","","","","","2025-10-14T11:07:39.082416Z",1915,1.569,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=753&height=850&bbox=361833.473%2C5705077.541%2C361842.355%2C5705087.577&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=753&height=850&bbox=361833.473%2C5705077.541%2C361842.355%2C5705087.577&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=753&height=850&bbox=361833.473%2C5705077.541%2C361842.355%2C5705087.577&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=753&height=850&bbox=361833.473%2C5705077.541%2C361842.355%2C5705087.577&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=753&height=850&bbox=361833.473%2C5705077.541%2C361842.355%2C5705087.577&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007466673851013,"2025-10-14T11:07:39.082433Z","","","","",""
"DENW04ALIs0000Af",6970,"12","","","","","2025-10-14T11:07:40.760108Z",1916,1.222,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=602&height=1063&bbox=425675.473%2C5724058.306%2C425679.181%2C5724064.857&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=602&height=1063&bbox=425675.473%2C5724058.306%2C425679.181%2C5724064.857&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=602&height=1063&bbox=425675.473%2C5724058.306%2C425679.181%2C5724064.857&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=602&height=1063&bbox=425675.473%2C5724058.306%2C425679.181%2C5724064.857&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=602&height=1063&bbox=425675.473%2C5724058.306%2C425679.181%2C5724064.857&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007475018501281,"2025-10-14T11:07:40.760126Z","","","","",""
"DENW52AL00ggEjpe",6971,"12","","","","","2025-10-14T11:07:42.418093Z",1917,1.194,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=819&height=782&bbox=375983.482%2C5723945.093%2C375990.31%2C5723951.615&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=819&height=782&bbox=375983.482%2C5723945.093%2C375990.31%2C5723951.615&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=819&height=782&bbox=375983.482%2C5723945.093%2C375990.31%2C5723951.615&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=819&height=782&bbox=375983.482%2C5723945.093%2C375990.31%2C5723951.615&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=819&height=782&bbox=375983.482%2C5723945.093%2C375990.31%2C5723951.615&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007478892803192,"2025-10-14T11:07:42.418111Z","","","","",""
"DENW22AL4bZ000Ok",6972,"12","","","","","2025-10-14T11:07:43.873656Z",1918,1.015,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=615&height=1040&bbox=359376.237%2C5702458.835%2C359379.988%2C5702465.176&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=615&height=1040&bbox=359376.237%2C5702458.835%2C359379.988%2C5702465.176&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=615&height=1040&bbox=359376.237%2C5702458.835%2C359379.988%2C5702465.176&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=615&height=1040&bbox=359376.237%2C5702458.835%2C359379.988%2C5702465.176&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=615&height=1040&bbox=359376.237%2C5702458.835%2C359379.988%2C5702465.176&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007481575012207,"2025-10-14T11:07:43.873678Z","","","","",""
"DENW12AL00005xsI",6973,"12","","","","","2025-10-14T11:07:46.786105Z",1919,2.447,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=588&height=1089&bbox=408042.177%2C5714577.381%2C408106.321%2C5714696.229&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=588&height=1089&bbox=408042.177%2C5714577.381%2C408106.321%2C5714696.229&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=588&height=1089&bbox=408042.177%2C5714577.381%2C408106.321%2C5714696.229&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=588&height=1089&bbox=408042.177%2C5714577.381%2C408106.321%2C5714696.229&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=588&height=1089&bbox=408042.177%2C5714577.381%2C408106.321%2C5714696.229&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007493793964385,"2025-10-14T11:07:46.786125Z","","","","",""
"DENW05AL8I0000Ry",6974,"12","","","","","2025-10-14T11:07:53.923288Z",1920,6.651,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=749&height=855&bbox=373911.025%2C5711794.501%2C373914.414%2C5711798.37&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=749&height=855&bbox=373911.025%2C5711794.501%2C373914.414%2C5711798.37&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=749&height=855&bbox=373911.025%2C5711794.501%2C373914.414%2C5711798.37&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=749&height=855&bbox=373911.025%2C5711794.501%2C373914.414%2C5711798.37&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=749&height=855&bbox=373911.025%2C5711794.501%2C373914.414%2C5711798.37&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007494390010833,"2025-10-14T11:07:53.923307Z","Dach nicht erkenntbar","Dach nicht erkenntbar","Dach nicht erkenntbar","Dach nicht erkenntbar","Dach nicht erkenntbar"
"DENW02AL1000JDBy",6975,"12","","","","","2025-10-14T11:07:59.745886Z",1921,5.358,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=728&height=879&bbox=396751.401%2C5700738.341%2C396768.021%2C5700758.387&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=728&height=879&bbox=396751.401%2C5700738.341%2C396768.021%2C5700758.387&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=728&height=879&bbox=396751.401%2C5700738.341%2C396768.021%2C5700758.387&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=728&height=879&bbox=396751.401%2C5700738.341%2C396768.021%2C5700758.387&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=728&height=879&bbox=396751.401%2C5700738.341%2C396768.021%2C5700758.387&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007507801055908,"2025-10-14T11:07:59.745904Z","","","","",""
"DENW02AL1000MB8A",6976,"12","","","","","2025-10-14T11:08:01.821144Z",1922,1.563,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1125&height=569&bbox=401818.96%2C5712402.636%2C401827.174%2C5712406.792&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1125&height=569&bbox=401818.96%2C5712402.636%2C401827.174%2C5712406.792&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1125&height=569&bbox=401818.96%2C5712402.636%2C401827.174%2C5712406.792&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1125&height=569&bbox=401818.96%2C5712402.636%2C401827.174%2C5712406.792&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1125&height=569&bbox=401818.96%2C5712402.636%2C401827.174%2C5712406.792&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007516145706176,"2025-10-14T11:08:01.821164Z","","","","",""
"DENW52AL00dyojmz",6977,"12","","","","","2025-10-14T11:08:03.352906Z",1923,1.069,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=658&height=972&bbox=389207.85%2C5721982.807%2C389212.948%2C5721990.34&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=658&height=972&bbox=389207.85%2C5721982.807%2C389212.948%2C5721990.34&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=658&height=972&bbox=389207.85%2C5721982.807%2C389212.948%2C5721990.34&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=658&height=972&bbox=389207.85%2C5721982.807%2C389212.948%2C5721990.34&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=658&height=972&bbox=389207.85%2C5721982.807%2C389212.948%2C5721990.34&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007524192333221,"2025-10-14T11:08:03.352936Z","","","","",""
"DENW12AL0000c66A",6978,"12","","","","","2025-10-14T11:08:04.836907Z",1924,0.946,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=798&height=802&bbox=401149.583%2C5700735.007%2C401155.587%2C5700741.037&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=798&height=802&bbox=401149.583%2C5700735.007%2C401155.587%2C5700741.037&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=798&height=802&bbox=401149.583%2C5700735.007%2C401155.587%2C5700741.037&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=798&height=802&bbox=401149.583%2C5700735.007%2C401155.587%2C5700741.037&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=798&height=802&bbox=401149.583%2C5700735.007%2C401155.587%2C5700741.037&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007532835006713,"2025-10-14T11:08:04.836939Z","","","","",""
"DENW52AL0000oyaD",6979,"12","","","","","2025-10-14T11:08:07.569697Z",1925,2.222,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=711&height=900&bbox=382542.922%2C5717417.797%2C382548.906%2C5717425.37&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=711&height=900&bbox=382542.922%2C5717417.797%2C382548.906%2C5717425.37&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=711&height=900&bbox=382542.922%2C5717417.797%2C382548.906%2C5717425.37&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=711&height=900&bbox=382542.922%2C5717417.797%2C382548.906%2C5717425.37&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=711&height=900&bbox=382542.922%2C5717417.797%2C382548.906%2C5717425.37&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007535815238952,"2025-10-14T11:08:07.569723Z","","","","",""
"DENW12AL0000iPO1",6980,"12","","","","","2025-10-14T11:08:09.063836Z",1926,1.019,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=822&height=778&bbox=397154.925%2C5721001.107%2C397165.914%2C5721011.512&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=822&height=778&bbox=397154.925%2C5721001.107%2C397165.914%2C5721011.512&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=822&height=778&bbox=397154.925%2C5721001.107%2C397165.914%2C5721011.512&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=822&height=778&bbox=397154.925%2C5721001.107%2C397165.914%2C5721011.512&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=822&height=778&bbox=397154.925%2C5721001.107%2C397165.914%2C5721011.512&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0007537603378295,"2025-10-14T11:08:09.063857Z","","","","",""
