oi,year_1,year_2,label,hat_solar,dach_erkennbar,haus_im_bau,dach_gereinigt,link_1,link_2,geom
DENW01AL1000FVNv,2021,2023,0,false,true,false,true,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=795&height=805&bbox=375831.501%2C5703849.927%2C375837.666%2C5703856.175&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=795&height=805&bbox=375831.501%2C5703849.927%2C375837.666%2C5703856.175&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((375831.501 5703853.628, 375833.655 5703855.223, 375834.266 5703855.741, 375834.94 5703856.175, 375837.666 5703852.495, 375834.201 5703849.927, 375831.501 5703853.628))"
DENW01AL1000GPgh,2020,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=838&height=764&bbox=375397.908%2C5700449.582%2C375404.262%2C5700455.379&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=838&height=764&bbox=375397.908%2C5700449.582%2C375404.262%2C5700455.379&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((375397.908 5700452.2, 375402.416 5700455.379, 375404.262 5700452.76, 375399.752 5700449.582, 375399.518 5700449.915, 375397.908 5700452.2))"
DENW01AL1000IH4N,2020,2023,0,false,true,false,true,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=940&height=681&bbox=376206.233%2C5700221.822%2C376221.552%2C5700232.921&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=940&height=681&bbox=376206.233%2C5700221.822%2C376221.552%2C5700232.921&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((376206.233 5700226.369, 376212.572 5700232.921, 376215.906 5700229.7, 376217.987 5700231.857, 376221.552 5700228.424, 376219.81 5700226.619, 376215.099 5700221.822, 376211.477 5700225.354, 376209.443 5700223.26, 376206.233 5700226.369))"
DENW01AL2h0001kp,2022,2024,0,false,true,false,true,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=889&height=720&bbox=378978.908%2C5703904.58%2C378997.574%2C5703919.712&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=889&height=720&bbox=378978.908%2C5703904.58%2C378997.574%2C5703919.712&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((378978.908 5703911.774, 378979.494 5703913.304, 378980.786 5703914.31, 378981.602 5703914.433, 378980.992 5703918.292, 378990.403 5703919.712, 378990.901 5703916.325, 378996.497 5703917.244, 378997.574 5703910.466, 378991.972 5703909.536, 378992.521 5703906.016, 378983.139 5703904.58, 378982.531 5703908.435, 378981.736 5703908.316, 378980.208 5703908.93, 378979.12 5703910.155, 378978.908 5703911.774))"
DENW01AL1000EUCB,2021,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=897&height=713&bbox=376486.461%2C5701058.074%2C376493.9%2C5701063.988&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=897&height=713&bbox=376486.461%2C5701058.074%2C376493.9%2C5701063.988&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((376486.461 5701061.507, 376492.48 5701063.988, 376493.9 5701060.574, 376492.857 5701060.103, 376488.109 5701058.156, 376487.889 5701058.074, 376486.461 5701061.507))"
DENW01AL10002PDZ,2020,2023,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=736&height=870&bbox=381991.31%2C5704757.345%2C382006.109%2C5704774.832&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=736&height=870&bbox=381991.31%2C5704757.345%2C382006.109%2C5704774.832&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((381991.31 5704771.068, 381996.418 5704773.393, 381999.606 5704774.832, 382006.109 5704759.962, 382000.212 5704757.345, 381997.333 5704763.829, 381995.078 5704762.823, 381991.31 5704771.068))"
DENW01AL10002Qxm,2022,2024,0,false,true,true,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=796&height=804&bbox=382378.567%2C5704902.282%2C382396.679%2C5704920.559&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=796&height=804&bbox=382378.567%2C5704902.282%2C382396.679%2C5704920.559&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((382378.567 5704910.697, 382379.104 5704911.231, 382379.541 5704910.792, 382388.52 5704919.73, 382388.083 5704920.169, 382388.475 5704920.559, 382396.679 5704912.316, 382396.097 5704911.737, 382395.693 5704912.144, 382386.79 5704903.281, 382387.371 5704902.698, 382386.95 5704902.282, 382378.567 5704910.697))"
DENW01AL10003iqu,2020,2023,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=793&height=807&bbox=380274.047%2C5702300.553%2C380290.265%2C5702317.063&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=793&height=807&bbox=380274.047%2C5702300.553%2C380290.265%2C5702317.063&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((380274.047 5702310.554, 380276.048 5702312.277, 380280.604 5702316.206, 380281.6 5702317.063, 380290.265 5702306.968, 380285.67 5702303.068, 380283.73 5702301.472, 380282.65 5702300.553, 380274.047 5702310.554))"
DENW01AL10003jBN,2020,2023,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=809&height=791&bbox=380318.259%2C5702154.421%2C380325.743%2C5702161.737&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=809&height=791&bbox=380318.259%2C5702154.421%2C380325.743%2C5702161.737&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((380318.259 5702156.142, 380319.909 5702161.737, 380321.521 5702161.271, 380324.062 5702160.526, 380325.743 5702160.047, 380324.112 5702154.421, 380318.437 5702156.085, 380318.259 5702156.142))"
DENW01AL10003jwC,2020,2022,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=652&height=982&bbox=381489.629%2C5702212.525%2C381509.822%2C5702242.958&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=652&height=982&bbox=381489.629%2C5702212.525%2C381509.822%2C5702242.958&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((381489.629 5702239.944, 381495.376 5702242.958, 381509.822 5702215.539, 381504.075 5702212.525, 381489.629 5702239.944))"
DENW01AL10003kds,2023,2024,0,false,false,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1851&height=346&bbox=381378.174%2C5702368.997%2C381397.758%2C5702372.657&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1851&height=346&bbox=381378.174%2C5702368.997%2C381397.758%2C5702372.657&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((381378.174 5702369.66, 381378.277 5702372.657, 381397.758 5702371.994, 381397.656 5702368.997, 381378.174 5702369.66))"
DENW01AL10003rXG,2020,2022,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=719&height=890&bbox=380041.424%2C5702080.827%2C380054.535%2C5702097.063&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=719&height=890&bbox=380041.424%2C5702080.827%2C380054.535%2C5702097.063&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((380041.424 5702084.12, 380048.888 5702097.063, 380051.304 5702095.645, 380054.535 5702093.751, 380052.92 5702090.985, 380050.185 5702086.004, 380047.081 5702080.827, 380041.424 5702084.12))"
DENW01AL10003mPm,2020,2021,0,false,true,true,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=806&height=794&bbox=380050.185%2C5702082.915%2C380058.375%2C5702090.985&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=806&height=794&bbox=380050.185%2C5702082.915%2C380058.375%2C5702090.985&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,"POLYGON ((380050.185 5702086.004, 380052.92 5702090.985, 380058.375 5702087.881, 380055.51 5702082.915, 380050.185 5702086.004))"
DENW01AL10003n6Y,2023,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=892&height=717&bbox=380131.421%2C5701918.67%2C380162.533%2C5701943.668&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=892&height=717&bbox=380131.421%2C5701918.67%2C380162.533%2C5701943.668&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((380131.421 5701933.766, 380134.493 5701936.953, 380133.146 5701938.258, 380138.371 5701943.668, 380147.379 5701934.976, 380144.766 5701932.261, 380147.154 5701929.981, 380148.742 5701928.467, 380155.821 5701935.642, 380162.533 5701929.035, 380152.452 5701918.67, 380151.624 5701919.464, 380143.915 5701926.883, 380141.683 5701929.055, 380139.03 5701926.342, 380131.421 5701933.766))"
DENW01AL10003sQh,2021,2023,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=762&height=840&bbox=380259.898%2C5702099.459%2C380279.637%2C5702121.229&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=762&height=840&bbox=380259.898%2C5702099.459%2C380279.637%2C5702121.229&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((380259.898 5702113.188, 380261.784 5702119.644, 380262.298 5702121.229, 380266.693 5702119.802, 380279.637 5702116.078, 380274.782 5702099.459, 380261.729 5702103.207, 380263.177 5702108.251, 380262.929 5702108.301, 380263.208 5702109.25, 380266.372 5702108.339, 380267.307 5702111.603, 380264.528 5702112.397, 380264.574 5702112.556, 380260.402 5702113.758, 380260.214 5702113.095, 380259.898 5702113.188))"
DENW01AL10008q1Y,2020,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=853&height=750&bbox=382010.898%2C5702923.932%2C382038.903%2C5702948.566&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=853&height=750&bbox=382010.898%2C5702923.932%2C382038.903%2C5702948.566&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((382010.898 5702931.259, 382010.968 5702935.434, 382010.992 5702936.981, 382019.431 5702936.871, 382019.551 5702946.187, 382024.652 5702946.121, 382024.68 5702948.566, 382033.429 5702948.478, 382033.407 5702945.948, 382037.424 5702945.919, 382037.357 5702935.98, 382038.903 5702935.97, 382038.888 5702933.352, 382037.636 5702933.358, 382037.617 5702928.677, 382037.605 5702923.932, 382030.151 5702923.967, 382030.166 5702927.272, 382030.186 5702931.657, 382025.743 5702931.679, 382022.962 5702931.695, 382022.933 5702927.158, 382019.804 5702927.18, 382019.818 5702928.845, 382016.331 5702928.877, 382016.313 5702927.233, 382012.249 5702927.284, 382012.313 5702931.236, 382010.898 5702931.259))"
DENW01AL10008qd6,2020,2022,0,false,true,false,true,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1081&height=592&bbox=384136.315%2C5704188.72%2C384148.078%2C5704195.16&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1081&height=592&bbox=384136.315%2C5704188.72%2C384148.078%2C5704195.16&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((384136.315 5704188.72, 384136.674 5704192.724, 384147.197 5704195.16, 384147.255 5704195.09, 384148.02 5704191.774, 384148.078 5704191.525, 384136.315 5704188.72))"
DENW01AL10008qqP,2020,2022,0,false,true,false,true,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=765&height=837&bbox=383823.289%2C5703924.811%2C383835.309%2C5703937.973&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=765&height=837&bbox=383823.289%2C5703924.811%2C383835.309%2C5703937.973&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((383823.289 5703937.973, 383835.308 5703937.931, 383835.309 5703924.811, 383823.3 5703924.845, 383823.289 5703937.973))"
DENW01AL10008qqW,2020,2024,1,false,true,false,true,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=748&height=855&bbox=383592.738%2C5702667.963%2C383604.788%2C5702681.738&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=748&height=855&bbox=383592.738%2C5702667.963%2C383604.788%2C5702681.738&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((383592.738 5702678.187, 383598.375 5702681.738, 383604.788 5702671.479, 383599.132 5702667.963, 383598.899 5702668.333, 383595.789 5702673.31, 383592.738 5702678.187))"
DENW01AL10008r3Q,2022,2023,0,false,true,false,true,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=722&height=887&bbox=382649.51%2C5703668.32%2C382654.817%2C5703674.844&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=722&height=887&bbox=382649.51%2C5703668.32%2C382654.817%2C5703674.844&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((382649.51 5703673.497, 382651.993 5703674.844, 382654.817 5703669.657, 382652.344 5703668.32, 382649.51 5703673.497))"
DENW01AL10008rJ4,2021,2022,0,false,true,false,true,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=921&height=695&bbox=383537.94%2C5702654.578%2C383544.62%2C5702659.623&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=921&height=695&bbox=383537.94%2C5702654.578%2C383544.62%2C5702659.623&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((383537.94 5702657.314, 383543.469 5702659.623, 383544.62 5702656.898, 383542.096 5702655.839, 383541.147 5702655.443, 383539.092 5702654.578, 383537.94 5702657.314))"
DENW01AL10008sHf,2022,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=898&height=713&bbox=382025.606%2C5702779.406%2C382050.67%2C5702799.291&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=898&height=713&bbox=382025.606%2C5702779.406%2C382050.67%2C5702799.291&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((382025.606 5702790.465, 382025.737 5702793.525, 382027.459 5702793.445, 382027.665 5702797.437, 382025.968 5702797.531, 382026.068 5702799.291, 382032.283 5702798.928, 382034.61 5702798.794, 382035.739 5702798.727, 382035.516 5702794.924, 382041.366 5702794.581, 382041.276 5702792.962, 382050.67 5702792.466, 382050.236 5702784.86, 382046.272 5702785.085, 382046.175 5702783.247, 382039.676 5702783.553, 382039.479 5702779.406, 382031.344 5702779.79, 382031.553 5702784.189, 382029.827 5702784.264, 382030.07 5702790.283, 382025.606 5702790.465))"
DENW01AL10008sQV,2022,2023,0,false,false,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=696&height=920&bbox=383357.633%2C5702984.199%2C383370.242%2C5703000.868&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=696&height=920&bbox=383357.633%2C5702984.199%2C383370.242%2C5703000.868&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((383357.633 5702998.263, 383362.178 5703000.868, 383370.242 5702986.798, 383365.704 5702984.199, 383357.633 5702998.263))"
DENW01AL1000GDUm,2020,2024,0,false,true,false,true,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=693&height=924&bbox=375342.673%2C5700184.109%2C375350.591%2C5700194.665&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=693&height=924&bbox=375342.673%2C5700184.109%2C375350.591%2C5700194.665&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((375342.673 5700193.277, 375348.365 5700194.665, 375350.591 5700185.531, 375344.875 5700184.109, 375342.673 5700193.277))"
DENW01AL1000GGhK,2023,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=770&height=831&bbox=375364.222%2C5703208.034%2C375371.85%2C5703216.271&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=770&height=831&bbox=375364.222%2C5703208.034%2C375371.85%2C5703216.271&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((375364.222 5703213.828, 375367.882 5703216.271, 375371.85 5703210.344, 375368.372 5703208.034, 375364.222 5703213.828))"
DENW01AL1000GNfk,2022,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=718&height=891&bbox=375960.179%2C5701162.756%2C375970.451%2C5701175.511&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=718&height=891&bbox=375960.179%2C5701162.756%2C375970.451%2C5701175.511&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((375960.179 5701172.949, 375963.108 5701174.279, 375965.823 5701175.511, 375968.137 5701170.413, 375970.451 5701165.315, 375966.271 5701163.418, 375964.817 5701162.756, 375963.124 5701166.477, 375962.498 5701167.853, 375960.973 5701171.203, 375960.179 5701172.949))"
DENW01ALF00000bp,2022,2023,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=830&height=771&bbox=379317.807%2C5703796.842%2C379323.67%2C5703802.288&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=830&height=771&bbox=379317.807%2C5703796.842%2C379323.67%2C5703802.288&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((379317.807 5703797.212, 379318.132 5703802.288, 379323.67 5703801.93, 379323.341 5703796.842, 379317.807 5703797.212))"
DENW01AL10003mQL,2021,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=950&height=673&bbox=379602.89%2C5701817.983%2C379611.007%2C5701823.735&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=950&height=673&bbox=379602.89%2C5701817.983%2C379611.007%2C5701823.735&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((379602.89 5701820.054, 379604.018 5701823.735, 379608.379 5701822.797, 379608.466 5701823.197, 379611.007 5701822.418, 379609.649 5701817.983, 379602.89 5701820.054))"
DENW01AL10003r7O,2023,2024,1,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=924&height=692&bbox=379601.313%2C5701814.036%2C379609.649%2C5701820.281&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=924&height=692&bbox=379601.313%2C5701814.036%2C379609.649%2C5701820.281&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((379601.313 5701817.539, 379602.135 5701820.281, 379602.89 5701820.054, 379609.649 5701817.983, 379608.443 5701814.036, 379603.791 5701815.121, 379604.256 5701816.644, 379601.313 5701817.539))"
DENW01AL1000Azbt,2020,2023,0,false,true,false,true,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=855&height=749&bbox=376554.513%2C5704409.029%2C376575.266%2C5704427.212&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=855&height=749&bbox=376554.513%2C5704409.029%2C376575.266%2C5704427.212&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((376554.513 5704421.429, 376566.068 5704427.212, 376575.266 5704414.099, 376570.95 5704411.941, 376566.634 5704409.783, 376565.373 5704409.152, 376565.127 5704409.029, 376561.714 5704415.903, 376560.837 5704415.468, 376559.188 5704419, 376556.439 5704417.631, 376555.371 5704419.736, 376554.513 5704421.429))"
DENW01AL1000ELnd,2020,2022,0,false,true,false,true,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=985&height=650&bbox=376218.718%2C5703642.324%2C376224.902%2C5703646.405&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=985&height=650&bbox=376218.718%2C5703642.324%2C376224.902%2C5703646.405&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((376218.718 5703645.284, 376219.328 5703645.405, 376224.318 5703646.405, 376224.902 5703643.475, 376219.321 5703642.324, 376218.718 5703645.284))"
DENW01AL1000EQxV,2020,2024,0,false,true,false,true,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=806&height=794&bbox=375201.51%2C5704084.58%2C375209.732%2C5704092.68&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=806&height=794&bbox=375201.51%2C5704084.58%2C375209.732%2C5704092.68&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((375201.51 5704088.709, 375204.911 5704092.68, 375206.044 5704091.71, 375209.732 5704088.551, 375206.331 5704084.58, 375201.51 5704088.709))"
DENW01AL1000ERFN,2022,2023,0,false,true,false,true,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=802&height=798&bbox=376631.108%2C5701065.703%2C376638.812%2C5701073.373&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=802&height=798&bbox=376631.108%2C5701065.703%2C376638.812%2C5701073.373&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((376631.108 5701071.181, 376636.645 5701073.373, 376638.812 5701067.892, 376633.28 5701065.703, 376631.589 5701069.983, 376631.108 5701071.181))"
